iter	Logloss
389	0.3490554938
390	0.3487414028
391	0.3485541183
392	0.348463037
393	0.3483990873
394	0.3483549397
395	0.348266323
396	0.3481374591
397	0.3480288473
398	0.3478205606
399	0.3477222143
400	0.3476589074
401	0.3475295506
402	0.3471695975
403	0.3470768661
404	0.3467577816
405	0.3466452481
406	0.3464496484
407	0.3463567884
408	0.3461298568
409	0.3459631459
410	0.3458402398
411	0.345585598
412	0.3454456115
413	0.3452757932
414	0.3451988134
415	0.3451309633
416	0.3450205085
417	0.3447639594
418	0.3445384208
419	0.3443237262
420	0.3442673844
421	0.3440608764
422	0.3438997162
423	0.3437987981
424	0.3435672589
425	0.3434308513
426	0.3433536144
427	0.3432635189
428	0.3432099417
429	0.3431853177
430	0.3430896716
431	0.3428719124
432	0.3428345369
433	0.3427349905
434	0.3426850137
435	0.3425684725
436	0.3425622361
437	0.3424589607
438	0.3420261426
439	0.3419427336
440	0.3419013934
441	0.3418111908
442	0.3416953355
443	0.3414721971
444	0.341343569
445	0.3413031717
446	0.3409845802
447	0.3408992639
448	0.340842622
449	0.3407779008
450	0.3407412111
451	0.3406706392
452	0.3405465973
453	0.3404365711
454	0.3402343493
455	0.3401727569
456	0.340026084
457	0.3399236872
458	0.3398141754
459	0.3397267159
460	0.339541746
461	0.3395075423
462	0.3394488217
463	0.3394226331
464	0.3392128462
465	0.3390040023
466	0.3389094492
467	0.3387966585
468	0.3386382199
469	0.3386074023
470	0.3385274866
471	0.3383822066
472	0.3381710481
473	0.3380164029
474	0.3379514673
475	0.3377986436
476	0.3376119378
477	0.3376009009
478	0.3375476023
479	0.3375376155
480	0.3375056192
481	0.3373180347
482	0.3372706724
483	0.3371810484
484	0.3371519882
485	0.3370701222
486	0.3369717759
487	0.3368129516
488	0.336709119
489	0.3365651677
490	0.3365298711
491	0.3363863056
492	0.3362917311
493	0.3362570773
494	0.3362468548
495	0.3361371072
496	0.336065871
497	0.3359965207
498	0.3358331102
499	0.3356936165
500	0.3356028782
501	0.3353790112
502	0.3352959665
503	0.3351102465
504	0.335027759
505	0.3349226405
506	0.3348608553
507	0.3347810467
508	0.3347385707
509	0.334571174
510	0.3344393098
511	0.3343599727
512	0.3342954657
513	0.3342603619
514	0.3341574937
515	0.3340810497
516	0.3339419847
517	0.333853368
518	0.3337623939
519	0.3336640047
520	0.3334898788
521	0.333431844
522	0.33339554
523	0.3333301758
524	0.3331762164
525	0.333061304
526	0.3329326758
527	0.3327865815
528	0.3326732978
529	0.3325197456
530	0.3323716153
531	0.3323039366
532	0.3322373294
533	0.3321184737
534	0.3319187164
535	0.3318225561
536	0.3316507232
537	0.3315872235
538	0.3313349606
539	0.3312481655
540	0.3309643778
541	0.3307170439
542	0.3305401534
543	0.3304457504
544	0.3303559978
545	0.3303538547
546	0.330317508
547	0.3301970235
548	0.3301876797
549	0.3300884118
550	0.3298449784
551	0.3296907832
552	0.3296649804
553	0.3295645553
554	0.3295387525
555	0.3294845967
556	0.329326201
557	0.3292157034
558	0.3290473209
559	0.3290308406
560	0.3288723806
561	0.3287484244
562	0.328635698
563	0.3284583145
564	0.3284314188
565	0.3283930146
566	0.3283192067
567	0.3282207532
568	0.3280504205
569	0.3280215531
570	0.3278424981
571	0.3277497024
572	0.3276305467
573	0.3274584138
574	0.327405651
575	0.3273867489
576	0.3272328323
577	0.327104097
578	0.3269707969
579	0.3268348822
580	0.3267102617
581	0.3266493979
582	0.3264063717
583	0.3263134474
584	0.3261921058
585	0.3261407574
586	0.3260457543
587	0.3259424788
588	0.32590026
589	0.3258111932
590	0.3257256411
591	0.3256685707
592	0.3256188082
593	0.32552942
594	0.3254401389
595	0.3252772428
596	0.325067413
597	0.3250093139
598	0.3249212115
599	0.3247222472
600	0.3246934226
601	0.3245874041
602	0.3243587365
603	0.3242675267
604	0.3242355518
605	0.3241862608
606	0.3241448563
607	0.3240382591
608	0.3240145565
609	0.3239182462
610	0.3235824242
611	0.3234300506
612	0.3233607431
613	0.3232309363
614	0.3230537457
615	0.3230055905
616	0.322812434
617	0.3227566923
618	0.3227300965
619	0.3226490664
620	0.3225651002
621	0.3223883811
622	0.3223471695
623	0.3221503268
624	0.3220535664
625	0.3219580061
626	0.3218109045
627	0.3216915559
628	0.3216458867
629	0.3215854088
630	0.3215001353
631	0.3213352461
632	0.3212666029
633	0.3211177226
634	0.3209898874
635	0.3209773503
636	0.3209189083
637	0.3206916981
638	0.3205797217
639	0.3204509006
640	0.3201482537
641	0.3200852469
642	0.3198621943
643	0.3197864361
644	0.3196921616
645	0.3194858037
646	0.319409724
647	0.3192122384
648	0.319055
649	0.3190414986
650	0.3190335049
651	0.3189692979
652	0.3189367659
653	0.3187507029
654	0.3187255645
655	0.3186847815
656	0.3186103735
657	0.3184287039
658	0.3183469665
659	0.3181681687
660	0.3181269356
661	0.3180290822
662	0.3179390725
663	0.3177954213
664	0.3177027756
665	0.3176745297
666	0.3174798515
667	0.3173740044
668	0.3172210093
669	0.3171815122
670	0.317169018
671	0.3171145621
672	0.3170430687
673	0.3169520946
674	0.3168875876
675	0.3167722895
676	0.3165434077
677	0.3164650992
678	0.3162071571
679	0.3160995312
680	0.3160121361
681	0.3158503543
682	0.3155741531
683	0.3153484216
684	0.3152781069
685	0.3152471392
686	0.3151567223
687	0.3150760351
688	0.3149385345
689	0.3148465532
690	0.3147808889
691	0.314603184
692	0.3144197357
693	0.314378867
694	0.3142571824
695	0.3140689121
696	0.314016085
697	0.3138207854
698	0.3136955433
699	0.313615006
700	0.3135774591
701	0.3135064372
702	0.3135002651
703	0.3134964504
704	0.3133539778
705	0.3132435659
706	0.3131472555
707	0.3130748192
708	0.3128492377
709	0.3127920601
710	0.3126608602
711	0.312515516
712	0.3125054863
713	0.3123957173
714	0.3123684572
715	0.3122983782
716	0.3121575773
717	0.3121509552
718	0.3120435865
719	0.3119239807
720	0.3117321529
721	0.3116116042
722	0.3115562053
723	0.3114456863
724	0.3113776646
725	0.3112564516
726	0.3111369101
727	0.3110539511
728	0.3110289842
729	0.3109916087
730	0.310926866
731	0.3108181471
732	0.3108008953
733	0.310717722
734	0.3104958909
735	0.3103897009
736	0.3103166216
737	0.3102668162
738	0.3102078599
739	0.3101394953
740	0.3100633085
741	0.3099218433
742	0.3097765848
743	0.3096445491
744	0.3096067021
745	0.3094245396
746	0.3093897787
747	0.309312799
748	0.3092528783
749	0.3091680548
750	0.3091137275
751	0.3090101306
752	0.3088391979
753	0.3087737694
754	0.3087088553
755	0.3086440269
756	0.3084266534
757	0.3082744298
758	0.3081365007
759	0.3080627356
760	0.3079084332
761	0.3076323606
762	0.3075555308
763	0.3075034324
764	0.3072678212
765	0.307135657
766	0.307048669
767	0.3067977134
768	0.3067065035
769	0.3066437539
770	0.306615208
771	0.3065233338
772	0.3064126861
773	0.3063163329
774	0.3062027492
775	0.3061112822
776	0.3060481897
777	0.3060130644
778	0.3059190472
779	0.3058345666
780	0.3058229296
781	0.3056590048
782	0.3054500323
783	0.30540222
784	0.3052473604
785	0.3050556611
786	0.3049786171
787	0.3047800814
788	0.3045315689
789	0.3044810349
790	0.3042973722
791	0.3041986187
792	0.3040068551
793	0.3038674472
794	0.3037817023
795	0.3035958537
796	0.3034449802
797	0.3033484555
798	0.3032247993
799	0.303134061
800	0.3030364647
801	0.3028304068
802	0.3026661391
803	0.3024430436
804	0.3023838515
805	0.3023140297
806	0.3022499942
807	0.3020724607
808	0.3020116399
809	0.3019351745
810	0.3019217802
811	0.301859052
812	0.3017868728
813	0.3017141149
814	0.3016398355
815	0.3015462468
816	0.3014923267
817	0.3014434214
818	0.301318908
819	0.3011642199
820	0.3011302305
821	0.3008943408
822	0.3008029809
823	0.3007522754
824	0.3006498358
825	0.3004047951
826	0.3002672946
827	0.3002140174
828	0.3000426132
829	0.2999515748
830	0.2999221073
831	0.299825604
832	0.2997357229
833	0.299618796
834	0.2995666975
835	0.2992731587
836	0.2991536173
837	0.2990595571
838	0.2989937643
839	0.2988840596
840	0.2987608535
841	0.2985549884
842	0.298317127
843	0.2982268601
844	0.2981691468
845	0.2981384792
846	0.2979683608
847	0.2978662855
848	0.2977538377
849	0.297670493
850	0.2976122867
851	0.2975143475
852	0.2974453401
853	0.2971867979
854	0.2970347244
855	0.2968558408
856	0.2967248767
857	0.2966361099
858	0.2963428712
859	0.2961317984
860	0.2960096852
861	0.295871156
862	0.295766659
863	0.2957185038
864	0.2956702843
865	0.295373488
866	0.2952227646
867	0.2951805243
868	0.2951576147
869	0.2950821351
870	0.2950100417
871	0.2948382088
872	0.294735212
873	0.2946829635
874	0.2945826455
875	0.2943605144
876	0.2941908247
877	0.2941343758
878	0.2940526169
879	0.2939416907
880	0.2938785553
881	0.2937547062
882	0.2936712544
883	0.2936205918
884	0.293554156
885	0.2934880846
886	0.2933249527
887	0.2932239061
888	0.2931291173
889	0.2930418293
890	0.2928104615
891	0.2927644494
892	0.2925731573
893	0.2923883588
894	0.2923859371
895	0.2923156867
896	0.2922880194
897	0.2920980989
898	0.2920711603
899	0.292009718
900	0.2918372851
901	0.2917860653
902	0.2915291947
903	0.2913930229
904	0.2913368311
905	0.2912667307
906	0.2912000592
907	0.2909684342
908	0.2907004839
909	0.2904687089
910	0.2903575683
911	0.2902713733
912	0.2901787919
913	0.2899811134
914	0.2899402018
915	0.2898049515
916	0.289665908
917	0.2895507813
918	0.2894777877
919	0.2892364759
920	0.2890532847
921	0.2889904065
922	0.2888683362
923	0.288789342
924	0.2887443371
925	0.2886874381
926	0.2885088117
927	0.2884517198
928	0.288377569
929	0.2883055612
930	0.2882424901
931	0.2881686178
932	0.2879281419
933	0.287657277
934	0.2874391749
935	0.2872289593
936	0.2871136612
937	0.286936342
938	0.2867951554
939	0.2867676167
940	0.2865582155
941	0.2865126535
942	0.2864095281
943	0.2863556508
944	0.2862754779
945	0.2861999769
946	0.2861277762
947	0.285860576
948	0.2857963476
949	0.2857342409
950	0.2856176141
951	0.28552739
952	0.2854799206
953	0.285308195
954	0.2851186817
955	0.2850452166
956	0.2849736589
957	0.2848724837
958	0.2847709656
959	0.2846850063
960	0.2845881816
961	0.2844767195
962	0.2842544384
963	0.2841982466
964	0.2840058402
965	0.2839315822
966	0.2838885704
967	0.2837995251
968	0.2837034933
969	0.2836070757
970	0.2834835695
971	0.2834457655
972	0.2833002069
973	0.283247144
974	0.2830315922
975	0.2829434898
976	0.282800953
977	0.2827018138
978	0.2826879694
979	0.2826762896
980	0.2825139078
981	0.2824229123
982	0.2821585837
983	0.2819486897
984	0.2818348274
985	0.2817563689
986	0.2817152216
987	0.2816848755
988	0.281616511
989	0.2814035737
990	0.2813823571
991	0.281182107
992	0.2811031984
993	0.2810323908
994	0.2808464565
995	0.2806063877
996	0.2805156279
997	0.2803922075
998	0.280134201
999	0.280099033
